category,query_term,nasa_id,title,description,center,img_url,date
Planet,Pluto,PIA19717,Portrait of Pluto and Charon,"These two images of Pluto and Charon were collected separately by NASA New Horizons during approach on July 13 and July 14, 2015. The relative reflectivity, size, separation, and orientations, and colors are approximated in this composite image, and they are shown in approximate true color.   http://photojournal.jpl.nasa.gov/catalog/PIA19717",JPL,https://images-assets.nasa.gov/image/PIA19717/PIA19717~small.jpg,2015-07-17T21:46:04Z
Planet,Pluto,PIA20657,Elevation Map of Pluto Sunken Heart,"This shaded relief view from NASA New Horizons of the region surrounding the left side of Pluto heart-shaped feature, informally named Sputnik Planum, shows that the vast expanse of its icy surface.",JPL,https://images-assets.nasa.gov/image/PIA20657/PIA20657~medium.jpg,2016-05-02T19:15:34Z
Planet,Pluto,PIA20292,Two Faces of Pluto July 1,"Pluto shows two remarkably different sides in these color images of the planet and its largest moon, Charon, taken by NASA New Horizons on June 25 and June 27, 2015. http://photojournal.jpl.nasa.gov/catalog/PIA20292",JPL,https://images-assets.nasa.gov/image/PIA20292/PIA20292~small.jpg,2015-12-31T22:38:02Z
Planet,Pluto,PIA20473,The Frozen Canyons of Pluto North Pole,This ethereal scene captured by NASA New Horizons spacecraft tells yet another story of Pluto diversity of geological and compositional features-this time in an enhanced color image of the north polar area.,JPL,https://images-assets.nasa.gov/image/PIA20473/PIA20473~medium.jpg,2016-02-27T00:59:56Z
Planet,Pluto,PIA21127,Partly Cloudy on Pluto?,"Pluto's present, hazy atmosphere is almost entirely free of clouds, though scientists from NASA's New Horizons mission have identified some cloud candidates after examining images taken by the New Horizons Long Range Reconnaissance Imager and Multispectral Visible Imaging Camera, during the spacecraft's July 2015 flight through the Pluto system. All are low-lying, isolated small features -- no broad cloud decks or fields -- and while none of the features can be confirmed with stereo imaging, scientists say they are suggestive of possible, rare condensation clouds.  http://photojournal.jpl.nasa.gov/catalog/PIA21127",JPL,https://images-assets.nasa.gov/image/PIA21127/PIA21127~small.jpg,2016-10-18T20:25:01Z
Planet,Pluto,PIA19707,Pluto and Charon in False Color Show Compositional Diversity,"This July 13, 2015, image of Pluto and Charon is presented in false colors to make differences in surface material and features easy to see. It was obtained by the Ralph instrument on NASA's New Horizons spacecraft, using three filters to obtain color information, which is exaggerated in the image. These are not the actual colors of Pluto and Charon, and the apparent distance between the two bodies has been reduced for this side-by-side view.  The image reveals that the bright heart-shaped region of Pluto includes areas that differ in color characteristics. The western lobe, shaped like an ice-cream cone, appears peach color in this image. A mottled area on the right (east) appears bluish. Even within Pluto's northern polar cap, in the upper part of the image, various shades of yellow-orange indicate subtle compositional differences.  The surface of Charon is viewed using the same exaggerated color. The red on the dark northern polar cap of Charon is attributed to hydrocarbon materials including a class of chemical compounds called tholins. The mottled colors at lower latitudes point to the diversity of terrains on Charon.  This image was taken at 3:38 a.m. EDT on July 13, one day before New Horizons' closest approach to Pluto.  http://photojournal.jpl.nasa.gov/catalog/PIA19707",JPL,https://images-assets.nasa.gov/image/PIA19707/PIA19707~thumb.jpg,2015-07-14T16:00:30Z
Planet,Pluto,PIA19688,Pluto and Charon in Color: Barycentric View Animation,"The first color movies from NASA's New Horizons mission show Pluto and its largest moon, Charon, and the complex orbital dance of the two bodies, known as a double planet. A near-true color movie was assembled from images made in three colors -- blue, red and near-infrared -- by the Multispectral Visible Imaging Camera on the instrument known as Ralph. The images were taken on nine different occasions from May 29-June 3, 2015.  The movie is barycentric, meaning that both Pluto and Charon are shown in motion around the binary's barycenter -- the shared center of gravity between the two bodies as they do a planetary jig. Because Pluto is much more massive than Charon, the barycenter (marked by a small ""x"" in the movie) is much closer to Pluto than to Charon. Looking closely at the images in this movie, one can detect a regular shift in Pluto's brightness-due to the brighter and darker terrains on its differing faces.   http://photojournal.jpl.nasa.gov/catalog/PIA19688",JPL,https://images-assets.nasa.gov/image/PIA19688/PIA19688~small.jpg,2015-06-11T16:58:08Z
Planet,Pluto,PIA20286,Zigzagging Across Pluto,"This high-resolution swat of Pluto sweeps over the cratered plains at the west of the New Horizons' encounter hemisphere and across numerous prominent faults, skimming the eastern margin of the dark, forbidding region informally known as Cthulhu Regio, and finally passing over the mysterious, possibly cryovolcanic edifice Wright Mons, before reaching the terminator or day-night line. Among the many notable details shown are the overlapping and infilling relationships between units of the relatively smooth, bright volatile ices from Sputnik Planum (at the edge of the mosaic) and the dark edge or ""shore"" of Cthulhu. The pictures in this mosaic were taken by the Long Range Reconnaissance Imager (LORRI) in ""ride-along"" mode with the LEISA spectrometer, which accounts for the 'zigzag' or step pattern. Taken shortly before New Horizons' July 14 closest approach to Pluto, details as small as 500 yards (500 meters) can be seen. http://photojournal.jpl.nasa.gov/catalog/PIA20286",JPL,https://images-assets.nasa.gov/image/PIA20286/PIA20286~small.jpg,2015-12-16T17:49:28Z
Planet,Pluto,PIA20201,New Horizons Very Best View of Pluto Mosiac,"This mosaic is composed of the sharpest views of Pluto that NASA's New Horizons spacecraft obtained during its flyby of the distant planet on July 14, 2015. The pictures are part of a sequence taken near New Horizons' closest approach to Pluto, with resolutions of about 250-280 feet (77-85 meters) per pixel -- revealing features smaller than half a city block on Pluto's diverse surface. The images include a wide variety of spectacular, cratered, mountainous and glacial terrains -- giving scientists and the public alike a breathtaking, super-high resolution window on Pluto's geology.  The images form a strip 50 miles (80 kilometers) wide trending from Pluto's jagged horizon about 500 miles (800 kilometers) northwest of the informally named Sputnik Planum, across the al-Idrisi mountains, onto the shoreline of Sputnik Planum and then across its icy plains. They were made with the telescopic Long Range Reconnaissance Imager (LORRI) aboard New Horizons, over a timespan of about a minute centered on 11:36 UT on July 14 -- just about 15 minutes before New Horizons' closest approach to Pluto -- from a range of just 10,000 miles (17,000 kilometers). They were obtained with an unusual observing mode; instead of working in the usual ""point and shoot,"" LORRI snapped pictures every three seconds while the Ralph/Multispectral Visual Imaging Camera (MVIC) aboard New Horizons was scanning the surface. This mode requires unusually short exposures to avoid blurring the images.  http://photojournal.jpl.nasa.gov/catalog/PIA20201",JPL,https://images-assets.nasa.gov/image/PIA20201/PIA20201~medium.jpg,2015-12-05T00:29:04Z
Planet,Pluto,PIA20202,New Horizons Very Best View of Pluto,"This frame from a movie is composed of the sharpest views of Pluto that NASA's New Horizons spacecraft obtained during its flyby of the distant planet on July 14, 2015. The pictures are part of a sequence taken near New Horizons' closest approach to Pluto, with resolutions of about 250-280 feet (77-85 meters) per pixel -- revealing features smaller than half a city block on Pluto's diverse surface. The images include a wide variety of spectacular, cratered, mountainous and glacial terrains -- giving scientists and the public alike a breathtaking, super-high resolution window on Pluto's geology.  The images form a strip 50 miles (80 kilometers) wide trending from Pluto's jagged horizon about 500 miles (800 kilometers) northwest of the informally named Sputnik Planum, across the al-Idrisi mountains, onto the shoreline of Sputnik Planum and then across its icy plains. They were made with the telescopic Long Range Reconnaissance Imager (LORRI) aboard New Horizons, over a timespan of about a minute centered on 11:36 UT on July 14 -- just about 15 minutes before New Horizons' closest approach to Pluto -- from a range of just 10,000 miles (17,000 kilometers). They were obtained with an unusual observing mode; instead of working in the usual ""point and shoot,"" LORRI snapped pictures every three seconds while the Ralph/Multispectral Visual Imaging Camera (MVIC) aboard New Horizons was scanning the surface. This mode requires unusually short exposures to avoid blurring the images.  http://photojournal.jpl.nasa.gov/catalog/PIA20202",JPL,https://images-assets.nasa.gov/image/PIA20202/PIA20202~small.jpg,2015-12-05T00:29:05Z
Planet,Pluto,PIA19712,Pluto: The Ice Plot Thickens,"The latest spectra from New Horizons Ralph instrument reveal an abundance of methane ice, but with striking differences from place to place across the frozen surface of Pluto.  In the north polar cap, methane ice is diluted in a thick, transparent slab of nitrogen ice resulting in strong absorption of infrared light. In one of the visually dark equatorial patches, the methane ice has shallower infrared absorptions indicative of a very different texture.  An Earthly example of different textures of a frozen substance: a fluffy bank of clean snow is bright white, but compacted polar ice looks blue. New Horizons' surface composition team has begun the intricate process of analyzing Ralph data to determine the detailed compositions of the distinct regions on Pluto.  This is the first detailed image of Pluto from the Linear Etalon Imaging Spectral Array, part of the Ralph instrument on New Horizons. The observations were made at three wavelengths of infrared light, which are invisible to the human eye. In this picture, blue corresponds to light of wavelengths 1.62 to 1.70 micrometers, a channel covering a medium-strong absorption band of methane ice, green (1.97 to 2.05 micrometers) represents a channel where methane ice does not absorb light, and red (2.30 to 2.33 micrometers) is a channel where the light is very heavily absorbed by methane ice. The two areas outlined on Pluto show where Ralph observations obtained the spectral traces at the right. Note that the methane absorptions (notable dips) in the spectrum from the northern region are much deeper than the dips in the spectrum from the dark patch. The Ralph data were obtained by New Horizons on July 12, 2015.  http://photojournal.jpl.nasa.gov/catalog/PIA19712",JPL,https://images-assets.nasa.gov/image/PIA19712/PIA19712~thumb.jpg,2015-07-15T21:02:00Z
